date,part_name,supplier_name,historical_demand,inventory_level,raw_material_cost,machine_utilization,supplier_rating,lead_time,temperature,pressure,labor_hours,energy_cost,maintenance_cost,production_cost,market_price,safety_score,quality_score,procurement_source,safety_risk,decision
2020-05-30,Control Valve,Supplier_C,434,2389,789.74,63.51,4.26,23,33.01,9.1,13.6,350.95,774.82,6944.72,6956.41,48,66.38,External,High,Procure
2020-05-31,Gear Assembly,Supplier_E,436,1066,1873.73,64.17,3.59,20,27.68,1.51,4.73,243.36,849.38,7419.8,7292.14,87,80.68,External,Low,Procure
2020-06-01,Compressor Unit,Supplier_C,387,989,369.17,79.05,1.68,6,25.24,3.38,13.79,617.32,72.29,5013.57,4779.5,84,72.41,External,Low,Procure
2020-06-02,Gear Assembly,Supplier_C,426,3161,712.32,71.62,3.52,12,46.18,5.49,4.57,1111.57,720.87,5752.83,5286.12,82,65.02,External,Low,Procure
2020-06-03,Industrial Sensor,Supplier_D,426,3729,1921.7,62.47,3.38,12,54.86,5.21,9.07,390.46,377.94,8255.44,8448.44,82,66.28,External,Low,Manufacture
2020-06-04,Steel Frame,Supplier_C,378,3289,1205.39,99.39,1.26,3,63.1,2.44,12.2,696.04,547.79,7687.35,7266.51,76,67.82,External,Medium,Procure
2020-06-05,Compressor Unit,Supplier_C,491,2848,1822.15,58.13,2.07,39,87.06,11.94,2.91,552.6,475.0,7695.11,7781.16,35,49.29,External,High,Procure
2020-06-06,Brake Plate,Supplier_A,426,1766,1505.22,56.65,2.56,35,43.16,4.13,4.76,469.61,518.61,6347.17,6329.75,89,71.94,External,Low,Procure
2020-06-07,Gear Assembly,Supplier_E,349,3166,2386.64,91.87,1.98,19,73.26,8.93,7.77,729.37,470.91,9802.13,10123.08,68,50.31,External,Medium,Procure
2020-06-08,Cooling Fan,Supplier_E,429,1541,1574.93,40.2,1.97,4,57.2,3.42,10.32,714.78,775.37,7722.88,7841.2,65,76.28,External,Medium,Procure
2020-06-09,Hydraulic Pump,Supplier_A,353,1167,234.2,52.08,3.29,31,35.41,10.66,17.45,495.3,630.98,5216.47,4828.63,53,63.95,External,High,Procure
2020-06-10,Motor Shaft,Supplier_C,430,4323,1011.62,75.43,2.88,38,63.07,5.27,5.37,1035.62,400.74,5744.2,5189.51,61,66.59,External,Medium,Procure
2020-06-11,Control Valve,Supplier_B,444,3023,529.04,49.75,3.67,33,87.7,10.91,8.25,158.49,635.28,3870.27,4389.43,32,52.5,External,High,Procure
2020-06-12,Brake Plate,Supplier_C,352,4353,2326.66,99.15,4.83,6,28.7,4.76,10.56,193.76,870.29,10182.09,9971.5,70,66.43,External,Medium,Procure
2020-06-13,Motor Shaft,Supplier_E,429,3956,439.23,67.85,3.64,8,55.51,1.1,7.32,1189.86,118.26,4820.04,5518.72,74,68.73,External,Medium,Manufacture
2020-06-14,Compressor Unit,Supplier_C,402,926,1091.73,75.84,3.33,28,23.61,6.69,13.26,922.45,379.88,7544.23,6233.47,73,68.53,External,Medium,Procure
2020-06-15,Hydraulic Pump,Supplier_B,417,4707,720.03,49.62,4.39,15,42.49,6.77,6.62,984.32,789.89,5395.69,5486.26,72,68.58,InHouse,Medium,Manufacture
2020-06-16,Compressor Unit,Supplier_A,463,4085,2147.46,57.36,3.53,31,63.44,2.32,15.9,762.97,678.2,10211.39,10639.19,76,68.12,External,Medium,Manufacture
2020-06-17,Hydraulic Pump,Supplier_E,364,2192,909.7,76.88,1.66,8,78.87,3.58,11.09,561.85,844.69,6008.09,6051.7,50,62.23,External,High,Procure
2020-06-18,Industrial Sensor,Supplier_B,338,3279,2481.36,72.97,2.26,6,71.12,9.62,3.55,792.15,83.84,8604.47,8710.45,57,55.26,External,High,Procure
2020-06-19,Hydraulic Pump,Supplier_B,329,4638,288.82,87.06,3.93,29,52.4,1.4,13.29,201.84,783.36,5040.94,5327.02,70,70.05,External,Medium,Manufacture
2020-06-20,Control Valve,Supplier_B,329,4001,495.04,56.15,3.95,34,83.65,6.38,12.25,933.55,723.03,5800.5,6213.99,35,63.59,External,High,Procure
2020-06-21,Steel Frame,Supplier_D,360,2462,716.67,79.21,4.95,7,41.19,6.83,8.09,694.82,742.78,5687.63,5989.38,61,64.73,InHouse,Medium,Procure
2020-06-22,Brake Plate,Supplier_A,376,2324,2065.54,57.46,3.51,10,72.78,8.58,2.2,1152.41,557.67,8199.8,8814.17,60,61.27,External,Medium,Procure
2020-06-23,Motor Shaft,Supplier_E,370,1826,2220.59,75.21,4.6,13,53.18,1.41,5.61,801.22,94.13,8738.63,8502.26,83,73.93,External,Low,Procure
2020-06-24,Gear Assembly,Supplier_A,392,2106,364.34,76.3,1.22,22,82.9,7.44,9.3,266.86,508.26,4259.71,5095.11,38,53.91,External,High,Procure
2020-06-25,Bearing Unit,Supplier_D,352,366,274.66,47.31,3.26,21,75.82,1.03,5.6,625.31,396.59,3747.82,3231.01,40,79.18,External,High,Procure
2020-06-26,Motor Shaft,Supplier_E,414,937,1912.48,72.92,4.68,1,83.1,3.92,12.39,163.6,497.99,8417.72,8896.73,53,65.3,External,High,Procure
2020-06-27,Motor Shaft,Supplier_C,334,4684,506.71,40.72,2.15,2,35.0,6.5,14.82,919.97,679.25,6196.46,6393.7,65,69.33,External,Medium,Procure
2020-06-28,Compressor Unit,Supplier_A,465,4897,505.9,70.07,1.62,29,66.77,11.02,17.41,652.01,556.57,6009.45,7129.99,45,51.62,External,High,Procure
2020-06-29,Motor Shaft,Supplier_D,368,786,251.44,81.85,2.4,11,71.69,2.39,13.65,506.62,298.68,4595.24,4744.54,69,70.79,External,Medium,Procure
2020-06-30,Gear Assembly,Supplier_C,299,3461,314.56,44.37,4.17,37,71.97,2.86,14.4,1165.4,559.58,5153.48,5496.98,62,70.44,External,Medium,Procure
2020-07-01,Brake Plate,Supplier_D,286,456,806.45,96.32,1.34,7,55.28,8.36,12.95,1134.66,120.67,7080.15,6253.7,69,59.04,External,Medium,Procure
2020-07-02,Cooling Fan,Supplier_E,353,3915,349.51,67.53,3.4,35,20.79,5.12,19.74,1148.12,54.56,5746.5,6173.68,91,79.56,External,Low,Manufacture
2020-07-03,Hydraulic Pump,Supplier_A,318,971,1048.42,96.3,1.54,30,38.3,7.86,6.7,343.07,391.3,5242.16,5383.07,60,57.47,External,Medium,Procure
2020-07-04,Cooling Fan,Supplier_D,358,2073,2115.38,46.44,2.74,16,42.63,11.97,6.79,901.43,693.61,8484.93,8853.14,56,58.01,External,High,Procure
2020-07-05,Motor Shaft,Supplier_E,344,4747,950.54,96.99,4.86,15,79.64,11.86,4.27,1139.92,749.24,6022.44,5545.99,54,47.07,External,High,Procure
2020-07-06,Gear Assembly,Supplier_D,316,1910,1874.02,46.55,1.78,20,78.86,4.89,10.74,727.96,517.36,8304.96,8055.56,39,67.85,External,High,Procure
2020-07-07,Gear Assembly,Supplier_B,279,4518,415.99,67.69,1.14,28,27.33,6.54,3.73,335.58,787.81,3628.44,3719.17,69,67.74,External,Medium,Procure
2020-07-08,Gear Assembly,Supplier_A,246,2741,1716.56,96.28,2.71,37,86.49,10.95,6.86,999.59,157.03,8211.02,8175.43,53,47.53,External,High,Procure
2020-07-09,Brake Plate,Supplier_B,291,2328,928.52,53.96,3.31,3,32.77,2.01,10.69,1067.91,869.49,6179.3,6315.65,83,78.39,External,Low,Manufacture
2020-07-10,Bearing Unit,Supplier_D,347,3491,1924.43,42.09,2.19,29,49.01,5.98,19.24,873.56,833.5,9643.18,9725.87,88,71.38,External,Low,Manufacture
2020-07-11,Gear Assembly,Supplier_C,315,4278,513.38,87.59,3.17,37,35.06,5.15,19.35,422.91,559.35,6390.46,6142.33,68,65.79,External,Medium,Procure
2020-07-12,Brake Plate,Supplier_E,246,2450,2265.13,75.75,4.81,9,80.22,4.24,15.39,309.76,99.91,9285.96,9166.44,41,64.25,External,High,Procure
2020-07-13,Compressor Unit,Supplier_C,307,4457,757.93,70.84,2.25,27,72.46,11.94,9.01,786.7,436.07,5602.02,5228.59,55,46.6,External,High,Procure
2020-07-14,Brake Plate,Supplier_C,314,4979,1012.22,42.06,2.24,32,44.75,9.07,17.57,631.08,202.38,5808.58,7187.17,40,65.45,External,High,Procure
2020-07-15,Steel Frame,Supplier_B,254,2839,2385.42,79.19,2.93,39,67.73,5.28,17.76,835.66,584.16,11111.84,11281.7,65,60.73,External,Medium,Procure
2020-07-16,Brake Plate,Supplier_E,298,2830,1530.51,50.3,3.06,31,32.91,10.12,18.38,222.87,211.47,7280.68,8158.75,56,61.77,External,High,Procure
2020-07-17,Cooling Fan,Supplier_D,291,1418,1041.27,95.87,1.01,26,46.76,6.39,13.52,249.5,459.53,6878.57,6358.4,66,65.53,External,Medium,Procure
2020-07-18,Compressor Unit,Supplier_D,234,1635,2384.08,81.14,3.46,3,46.4,10.6,5.63,499.18,224.78,8946.44,8902.21,38,62.21,External,High,Procure
2020-07-19,Cooling Fan,Supplier_D,299,4884,956.88,82.42,4.99,11,36.66,3.93,3.64,384.64,204.57,4994.85,4771.79,70,67.17,InHouse,Medium,Procure
2020-07-20,Industrial Sensor,Supplier_D,305,2543,418.2,53.95,2.17,29,81.34,3.46,18.47,781.27,260.74,5248.7,5446.67,52,71.41,External,High,Procure
2020-07-21,Motor Shaft,Supplier_B,326,1872,2492.75,92.85,3.52,27,67.52,3.72,3.0,504.29,74.82,9110.05,9212.12,76,62.17,External,Medium,Manufacture
2020-07-22,Control Valve,Supplier_E,322,3309,816.04,72.26,1.02,10,39.6,6.92,7.33,852.37,658.7,6376.15,5807.73,70,67.65,External,Medium,Procure
2020-07-23,Control Valve,Supplier_D,210,977,2157.89,91.43,3.42,35,36.95,4.2,10.77,945.68,310.72,9732.11,9970.03,77,62.14,External,Medium,Manufacture
2020-07-24,Steel Frame,Supplier_A,227,2970,580.74,56.26,2.79,23,21.26,2.62,2.4,305.88,643.39,3976.51,4110.29,88,78.36,External,Low,Manufacture
2020-07-25,Motor Shaft,Supplier_D,289,3300,1882.11,85.33,3.12,6,44.26,11.94,18.32,1111.81,605.46,10797.01,10944.3,46,52.01,External,High,Procure
2020-07-26,Compressor Unit,Supplier_B,287,4244,1406.23,74.47,3.18,11,56.87,10.9,7.17,965.88,106.2,7058.22,7634.39,50,48.93,External,High,Procure
2020-07-27,Hydraulic Pump,Supplier_A,284,3847,2456.09,42.91,1.71,27,39.44,7.99,2.51,789.46,315.23,8630.64,9104.52,75,70.37,External,Medium,Manufacture
2020-07-28,Industrial Sensor,Supplier_C,432,2936,1471.51,64.32,4.08,31,69.03,10.81,19.88,1099.82,531.83,8725.22,9537.8,43,50.45,External,High,Procure
2020-07-29,Bearing Unit,Supplier_B,281,392,257.53,51.03,3.22,30,48.82,11.29,7.61,392.46,830.64,3909.32,4078.79,30,62.22,External,High,Procure
2020-07-30,Steel Frame,Supplier_D,304,1751,1588.92,61.55,2.08,3,42.14,8.44,17.78,563.88,391.12,8397.53,8854.49,61,62.19,External,Medium,Procure
2020-07-31,Motor Shaft,Supplier_E,294,4731,534.23,63.0,4.75,13,85.73,6.71,10.16,194.37,479.07,5021.19,4926.02,40,59.46,InHouse,High,Procure
2020-08-01,Industrial Sensor,Supplier_E,277,4506,2036.64,68.5,1.05,21,38.4,10.7,13.94,601.8,687.63,9049.61,9145.61,36,59.03,External,High,Procure
2020-08-02,Motor Shaft,Supplier_A,231,636,2170.11,76.02,3.9,11,47.88,7.25,6.34,657.04,732.8,9748.38,10038.88,69,62.18,External,Medium,Procure
2020-08-03,Hydraulic Pump,Supplier_B,277,2786,1308.82,74.26,2.52,3,46.76,2.39,11.05,777.67,834.84,8040.67,7793.54,91,74.19,External,Low,Procure
2020-08-04,Industrial Sensor,Supplier_A,206,333,2001.41,42.34,3.09,38,36.88,5.04,6.64,170.44,472.61,7579.87,7610.73,90,81.38,External,Low,Manufacture
2020-08-05,Hydraulic Pump,Supplier_A,228,2752,533.75,85.04,2.17,31,35.22,5.91,19.12,135.71,214.76,5335.44,4694.72,61,69.32,External,Medium,Procure
2020-08-06,Gear Assembly,Supplier_E,214,2474,1331.78,96.95,2.29,24,41.17,11.29,3.1,561.88,699.76,6630.63,7247.61,54,47.49,External,High,Procure
2020-08-07,Compressor Unit,Supplier_B,237,2372,1106.07,60.92,1.06,12,80.5,8.25,6.94,308.05,156.74,5468.67,6100.17,43,56.83,External,High,Procure
2020-08-08,Motor Shaft,Supplier_E,335,1066,1606.03,50.78,3.92,27,73.7,10.63,18.08,934.67,405.59,7916.4,7309.71,38,56.65,External,High,Procure
2020-08-09,Compressor Unit,Supplier_B,145,989,302.3,72.4,3.84,21,67.67,9.33,10.64,835.61,583.98,4448.49,5027.35,56,52.5,External,High,Procure
2020-08-10,Compressor Unit,Supplier_E,258,3963,1929.88,82.29,3.62,25,52.0,4.41,12.8,458.41,638.08,9341.78,9825.78,71,67.36,External,Medium,Manufacture
2020-08-11,Bearing Unit,Supplier_B,152,3500,382.0,80.73,4.51,30,55.54,8.91,13.73,150.36,673.07,5397.67,5557.63,69,61.98,External,Medium,Procure
2020-08-12,Motor Shaft,Supplier_C,201,134,1709.88,76.73,4.61,30,38.7,3.15,3.28,300.69,214.5,7360.75,7521.93,81,71.51,External,Low,Manufacture
2020-08-13,Brake Plate,Supplier_E,269,4642,242.45,48.77,3.23,10,25.2,5.49,2.32,860.85,884.4,3504.88,3791.16,91,76.24,External,Low,Manufacture
2020-08-14,Industrial Sensor,Supplier_C,221,3623,2113.34,90.21,3.74,3,43.17,9.87,18.88,1189.18,201.66,10483.98,9826.98,55,52.85,External,High,Procure
2020-08-15,Motor Shaft,Supplier_A,168,1863,601.81,65.54,1.04,13,54.69,7.73,6.89,459.11,131.66,4002.52,5154.56,62,63.47,External,Medium,Procure
2020-08-16,Cooling Fan,Supplier_E,182,3391,1385.64,53.29,4.39,27,24.01,10.08,8.85,982.2,614.44,7324.12,6239.39,42,64.93,External,High,Procure
2020-08-17,Cooling Fan,Supplier_A,243,2588,801.43,45.18,4.27,18,26.18,3.8,14.28,1053.81,823.5,6437.85,5706.73,98,78.63,InHouse,Low,Procure
2020-08-18,Control Valve,Supplier_E,177,2800,1862.09,65.0,1.08,24,38.41,9.25,6.25,153.0,525.48,6977.27,7508.0,53,60.89,External,High,Procure
2020-08-19,Control Valve,Supplier_A,218,1658,939.11,77.08,3.17,14,45.7,3.23,15.2,1107.84,556.16,7534.8,7993.64,92,74.32,External,Low,Manufacture
2020-08-20,Control Valve,Supplier_D,208,4790,1866.6,79.92,4.63,39,47.53,7.0,10.25,612.82,507.71,8307.7,9159.75,75,64.55,External,Medium,Manufacture
2020-08-21,Brake Plate,Supplier_B,175,2376,855.2,97.76,1.73,4,28.25,5.77,17.42,1160.67,86.34,7654.04,7706.27,60,66.6,External,Medium,Procure
2020-08-22,Industrial Sensor,Supplier_A,299,4106,1930.69,49.19,2.41,16,35.81,7.12,7.01,692.41,629.11,8185.11,7723.6,67,69.81,External,Medium,Procure
2020-08-23,Industrial Sensor,Supplier_B,229,4539,270.39,99.15,2.32,10,38.32,2.49,5.67,358.66,354.47,3963.46,3996.07,72,69.21,External,Medium,Manufacture
2020-08-24,Steel Frame,Supplier_A,108,1203,851.62,79.28,2.42,37,24.73,4.97,16.97,1172.14,845.32,7854.17,8280.27,86,68.3,External,Low,Manufacture
2020-08-25,Motor Shaft,Supplier_E,206,1519,1346.86,67.25,1.17,27,42.83,8.34,7.87,367.64,208.77,6145.43,5798.02,61,61.76,External,Medium,Procure
2020-08-26,Industrial Sensor,Supplier_B,166,1578,303.64,93.29,2.12,1,25.06,7.14,9.41,1070.73,306.8,5110.4,4577.11,72,61.98,External,Medium,Procure
2020-08-27,Bearing Unit,Supplier_B,233,4014,627.88,81.67,2.18,5,69.24,7.04,16.29,290.44,479.13,5543.1,5558.95,71,57.23,External,Medium,Manufacture
2020-08-28,Motor Shaft,Supplier_C,157,3842,2349.44,60.92,4.46,13,47.02,6.62,13.44,842.24,455.75,8984.39,8623.27,76,66.36,External,Medium,Procure
2020-08-29,Hydraulic Pump,Supplier_B,186,3056,2446.72,93.05,2.41,3,42.87,11.38,9.95,552.42,390.26,10076.73,9989.74,38,57.16,External,High,Procure
2020-08-30,Industrial Sensor,Supplier_B,213,1482,1901.42,80.0,2.79,17,28.86,11.28,6.5,1169.22,317.24,8321.7,8012.84,39,58.76,External,High,Procure
2020-08-31,Steel Frame,Supplier_B,227,2674,780.06,81.93,2.52,19,35.86,4.96,15.76,303.25,175.11,5701.81,5993.08,62,68.94,External,Medium,Procure
2020-09-01,Brake Plate,Supplier_A,133,3484,799.19,93.78,1.48,37,36.29,4.87,5.25,549.67,747.78,5526.57,5301.66,70,63.15,External,Medium,Procure
2020-09-02,Steel Frame,Supplier_D,171,1669,1685.32,66.9,4.96,5,88.96,7.1,18.71,803.75,431.45,9316.96,9057.99,53,56.05,External,High,Procure
2020-09-03,Motor Shaft,Supplier_B,163,1994,470.48,79.41,4.3,24,78.47,2.05,4.71,1175.38,537.01,5364.73,5717.33,41,63.93,External,High,Procure
2020-09-04,Hydraulic Pump,Supplier_D,154,2343,2381.11,84.68,3.16,33,21.07,4.33,16.49,434.25,514.57,10676.33,10121.2,66,75.26,External,Medium,Procure
2020-09-05,Industrial Sensor,Supplier_B,261,1966,717.07,67.24,2.91,21,63.18,3.54,9.64,536.56,539.17,5271.98,4819.0,69,70.67,External,Medium,Procure
2020-09-06,Bearing Unit,Supplier_E,199,128,2499.16,45.01,3.6,3,37.91,3.46,5.35,607.97,649.11,9146.44,9315.82,89,77.05,External,Low,Manufacture
2020-09-07,Brake Plate,Supplier_D,123,805,1340.19,86.29,2.31,4,27.31,8.02,9.24,377.97,584.97,7477.48,7039.99,79,62.85,External,Medium,Procure
2020-09-08,Industrial Sensor,Supplier_C,220,1120,1974.29,42.87,1.2,32,69.39,5.23,5.99,999.09,282.82,8292.28,8942.73,69,72.27,External,Medium,Procure
2020-09-09,Cooling Fan,Supplier_B,273,2163,205.02,83.07,2.62,24,29.21,2.88,4.45,201.2,520.65,3203.0,2676.35,63,69.39,External,Medium,Procure
2020-09-10,Bearing Unit,Supplier_E,223,1546,2244.12,94.65,4.94,35,51.06,10.76,6.3,875.27,257.84,8936.87,8877.17,39,52.83,External,High,Procure
2020-09-11,Industrial Sensor,Supplier_D,108,3764,821.0,60.82,1.73,18,64.25,10.62,17.61,687.32,550.51,6712.83,6278.88,51,56.66,External,High,Procure
2020-09-12,Steel Frame,Supplier_E,153,3087,1736.25,46.12,3.11,3,58.81,10.49,3.91,366.12,417.14,5976.87,6708.28,39,60.04,External,High,Procure
2020-09-13,Control Valve,Supplier_C,231,3702,2054.62,53.97,1.03,39,88.43,5.3,19.51,642.11,83.51,9365.85,8837.7,33,65.87,External,High,Procure
2020-09-14,Brake Plate,Supplier_C,142,3785,577.54,73.74,1.49,26,75.0,1.63,2.09,1012.94,673.89,4923.11,5881.96,36,73.79,External,High,Procure
2020-09-15,Brake Plate,Supplier_C,193,3468,1217.77,96.56,3.35,24,74.19,2.17,13.85,589.99,283.47,7471.2,7512.83,77,71.93,External,Medium,Manufacture
2020-09-16,Gear Assembly,Supplier_C,207,3681,1335.82,70.74,2.19,1,44.89,4.04,17.42,234.09,832.17,8448.02,8355.73,82,73.17,External,Low,Procure
2020-09-17,Cooling Fan,Supplier_E,130,2862,917.87,46.76,4.62,34,20.59,3.42,18.81,144.88,288.47,5943.55,4900.4,94,75.05,External,Low,Procure
2020-09-18,Cooling Fan,Supplier_D,169,4137,1308.04,77.67,2.62,12,71.41,10.61,4.59,955.58,897.13,7392.87,8225.87,34,53.56,External,High,Procure
2020-09-19,Hydraulic Pump,Supplier_C,25,672,930.36,83.97,1.83,17,89.98,11.85,14.57,463.48,443.51,7007.7,7261.64,59,45.81,External,High,Procure
2020-09-20,Compressor Unit,Supplier_E,124,4188,1029.72,63.6,3.18,21,48.41,9.98,3.93,1124.37,72.45,5493.85,4884.35,38,63.18,External,High,Procure
2020-09-21,Gear Assembly,Supplier_E,159,714,1739.46,83.29,4.18,21,88.99,9.03,8.35,778.86,114.83,7791.84,7531.24,49,52.88,External,High,Procure
2020-09-22,Industrial Sensor,Supplier_D,114,4150,1654.96,59.49,1.08,3,29.92,7.47,15.17,579.91,119.77,7738.23,6911.09,71,69.25,External,Medium,Procure
2020-09-23,Compressor Unit,Supplier_E,243,425,734.21,87.35,3.02,28,40.76,9.47,8.23,720.91,97.78,5515.44,5126.49,50,57.45,External,High,Procure
2020-09-24,Steel Frame,Supplier_A,105,3840,2264.21,60.46,4.09,25,31.95,11.42,7.64,602.85,277.62,8763.54,8706.35,45,59.79,External,High,Procure
2020-09-25,Brake Plate,Supplier_D,149,458,2184.41,55.37,1.41,6,53.26,7.61,4.09,1096.39,325.9,8995.1,9813.52,70,65.89,External,Medium,Manufacture
2020-09-26,Bearing Unit,Supplier_E,175,3877,1370.89,92.75,4.61,30,75.79,2.7,3.2,603.82,144.59,6224.21,7470.07,46,72.18,External,High,Procure
2020-09-27,Gear Assembly,Supplier_B,234,2471,1196.48,72.91,2.06,32,43.85,2.8,4.08,214.47,422.41,5505.27,5771.86,82,72.01,External,Low,Manufacture
2020-09-28,Compressor Unit,Supplier_B,104,1821,1066.77,57.11,1.68,22,83.44,7.42,17.76,756.8,360.55,7343.99,6565.55,44,58.95,External,High,Procure
2020-09-29,Gear Assembly,Supplier_C,221,1449,1826.72,96.11,3.36,38,58.14,4.67,2.2,785.28,590.88,8326.11,9490.8,63,62.65,External,Medium,Procure
2020-09-30,Industrial Sensor,Supplier_D,170,3796,1744.83,81.45,1.7,14,52.58,11.01,14.47,941.86,216.48,8868.74,7982.59,38,48.61,External,High,Procure
2020-10-01,Gear Assembly,Supplier_E,125,3996,651.22,53.24,3.72,34,75.09,7.73,15.84,1126.61,826.89,6488.53,6917.99,37,58.02,External,High,Procure
2020-10-02,Steel Frame,Supplier_E,190,4360,1744.35,76.88,2.96,26,27.1,8.44,12.22,587.39,488.59,8290.4,8323.3,77,59.82,External,Medium,Manufacture
2020-10-03,Cooling Fan,Supplier_A,179,1696,780.59,92.22,1.44,13,74.16,1.06,15.15,487.28,580.17,6410.01,7026.47,63,65.57,External,Medium,Procure
2020-10-04,Control Valve,Supplier_A,143,1727,242.68,81.77,4.65,30,37.01,6.49,13.74,639.85,83.59,4606.9,4229.16,64,74.49,External,Medium,Procure
2020-10-05,Brake Plate,Supplier_C,174,2602,1808.18,54.69,3.69,19,39.66,5.74,10.2,1090.22,525.23,8628.89,9146.29,88,68.63,External,Low,Manufacture
2020-10-06,Steel Frame,Supplier_D,154,3908,1683.03,78.93,3.18,39,61.96,8.76,8.89,1177.98,362.89,8504.73,9230.34,75,57.13,External,Medium,Manufacture
2020-10-07,Control Valve,Supplier_C,177,292,1144.86,77.15,2.5,3,83.14,5.21,18.94,1168.36,835.55,8657.15,8862.2,33,59.6,External,High,Procure
2020-10-08,Hydraulic Pump,Supplier_A,202,2774,1409.08,89.25,1.54,31,60.49,11.74,19.49,352.67,802.8,8897.5,8904.03,45,49.78,External,High,Procure
2020-10-09,Control Valve,Supplier_A,244,3945,2378.49,50.69,3.83,12,65.43,8.37,13.72,646.58,592.0,9558.97,10069.2,64,67.85,External,Medium,Procure
2020-10-10,Hydraulic Pump,Supplier_D,118,2677,1568.96,81.98,4.25,15,74.36,8.26,5.55,385.42,702.67,7486.15,8157.23,66,60.21,External,Medium,Procure
2020-10-11,Cooling Fan,Supplier_C,270,191,1713.13,41.64,1.5,38,38.15,11.11,10.06,504.78,597.9,6995.99,6763.12,40,61.88,External,High,Procure
2020-10-12,Gear Assembly,Supplier_A,87,4334,347.0,81.77,2.98,14,77.91,11.95,10.94,134.85,64.42,4091.46,3774.1,36,46.84,External,High,Procure
2020-10-13,Compressor Unit,Supplier_E,169,580,581.79,97.63,2.94,35,49.26,3.18,15.64,276.66,647.66,6385.65,6063.25,65,68.6,External,Medium,Procure
2020-10-14,Bearing Unit,Supplier_B,203,3016,892.19,50.46,2.4,16,32.3,9.92,14.02,536.78,200.53,5690.84,4567.1,58,67.29,External,High,Procure
2020-10-15,Bearing Unit,Supplier_A,190,4535,1440.57,58.68,4.16,24,44.51,2.79,11.27,501.18,630.19,7260.74,7727.41,98,75.77,External,Low,Manufacture
2020-10-16,Bearing Unit,Supplier_C,150,1175,1986.16,74.97,1.4,17,37.23,6.03,14.25,406.72,58.93,8322.81,8319.57,76,69.31,External,Medium,Procure
2020-10-17,Brake Plate,Supplier_A,170,2613,938.85,83.94,1.82,18,36.01,2.1,2.43,353.34,314.27,4971.98,4829.89,65,70.17,External,Medium,Procure
2020-10-18,Industrial Sensor,Supplier_E,158,898,1019.68,60.66,1.01,17,39.78,7.86,15.98,923.85,489.39,7687.94,7466.15,78,62.97,External,Medium,Procure
2020-10-19,Bearing Unit,Supplier_B,155,4670,789.15,79.86,2.49,16,32.67,6.15,5.81,424.0,333.2,5004.11,5222.94,76,65.32,External,Medium,Manufacture
2020-10-20,Motor Shaft,Supplier_B,221,4049,785.6,93.96,2.16,21,66.74,7.92,13.82,877.2,639.89,6935.79,6604.38,71,52.16,External,Medium,Procure
2020-10-21,Brake Plate,Supplier_E,200,704,2382.39,83.59,4.47,24,60.6,8.46,4.05,505.49,494.3,8628.69,9077.45,71,59.16,External,Medium,Manufacture
2020-10-22,Steel Frame,Supplier_C,154,3079,1661.55,82.66,3.98,34,65.39,7.81,4.06,982.18,865.72,8251.77,8062.98,72,51.92,External,Medium,Procure
2020-10-23,Gear Assembly,Supplier_E,227,697,558.57,62.92,1.34,36,44.06,4.23,2.64,283.96,354.14,3740.98,3167.15,85,71.89,External,Low,Procure
2020-10-24,Steel Frame,Supplier_E,202,1632,1861.17,94.69,3.96,27,73.88,10.21,18.38,273.36,663.58,9546.5,9848.97,48,48.65,External,High,Procure
2020-10-25,Motor Shaft,Supplier_D,226,613,1860.65,56.64,3.7,39,29.07,7.07,12.88,847.64,760.47,8864.73,8430.17,60,71.26,External,Medium,Procure
2020-10-26,Compressor Unit,Supplier_D,219,1977,1732.88,52.32,2.13,17,59.98,6.39,8.52,1106.41,265.58,7374.17,7338.83,72,66.98,External,Medium,Procure
2020-10-27,Gear Assembly,Supplier_D,155,4072,509.86,61.85,1.06,25,39.28,11.86,16.18,257.29,691.01,5438.54,5906.13,34,59.53,External,High,Procure
2020-10-28,Compressor Unit,Supplier_B,168,3943,1138.38,79.01,1.46,38,56.93,4.12,13.27,181.08,384.32,6733.12,6757.37,60,65.78,External,Medium,Procure
2020-10-29,Compressor Unit,Supplier_B,229,1799,445.54,91.7,2.0,21,42.65,6.81,13.16,1128.1,159.42,5137.26,5191.4,62,58.91,External,Medium,Procure
2020-10-30,Control Valve,Supplier_A,224,1129,2078.23,47.92,4.27,4,75.34,8.51,10.77,229.06,53.1,7717.5,7498.22,32,60.04,External,High,Procure
2020-10-31,Motor Shaft,Supplier_D,198,4695,1706.9,88.83,2.86,25,82.39,2.38,2.14,375.4,682.19,7877.35,7961.48,44,64.53,External,High,Procure
2020-11-01,Brake Plate,Supplier_C,206,816,1366.57,88.77,4.67,30,71.98,4.9,6.65,1122.44,208.31,7365.74,7053.79,74,59.82,External,Medium,Procure
2020-11-02,Bearing Unit,Supplier_C,260,4186,988.94,75.22,4.16,33,32.29,9.82,3.96,983.21,93.51,5676.23,5939.83,51,58.28,External,High,Procure
2020-11-03,Hydraulic Pump,Supplier_D,177,765,623.77,85.64,2.15,39,39.24,3.6,13.92,477.03,472.63,6209.89,6041.97,63,63.66,External,Medium,Procure
2020-11-04,Bearing Unit,Supplier_B,230,2308,444.83,50.91,4.38,26,84.36,6.43,6.48,1149.98,344.69,4573.13,4478.92,37,67.66,External,High,Procure
